Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_038728545.1	Candidatus Parvarchaeota archaeon	2077140	DRTY-2_201901_bins_3		2024-04-29	SAMN36036856	DRTY-2_201901_bins_3		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038729505.1	Candidatus Parvarchaeum sp.	2883576	DRTY-16_202007_bins_20		2024-04-29	SAMN36036809	DRTY-16_202007_bins_20		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-16 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038847285.1	Candidatus Parvarchaeum sp.	2883576	JZ-2_201803_bins_97		2024-04-30	SAMN36037670	JZ-2_201803_bins_97		Hot spring sediment	China: Tengchong county, Yunnan, JZ-2 pool	25.44 N 98.46 E	2018-03						haploid
GCA_038729105.1	Candidatus Rehaiarchaeum fermentans	3036170	DRTY-18_202007_bins_9		2024-04-29	SAMN36036828	DRTY-18_202007_bins_9		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-18 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038733765.1	Candidatus Rehaiarchaeum fermentans	3036170	DRTY-1_201808_bins_32		2024-04-29	SAMN36036733	DRTY-1_201808_bins_32		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2018-08						haploid
GCA_038734745.1	Candidatus Rehaiarchaeum fermentans	3036170	DRTY-1_201705_bins_31		2024-04-29	SAMN36036712	DRTY-1_201705_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2017-05						haploid
GCA_038825165.1	Candidatus Thorarchaeota archaeon	2053491	HHBFW-2_201803_bins_95		2024-04-30	SAMN36039087	HHBFW-2_201803_bins_95		Hot spring sediment	China: Tengchong county, Yunnan, HHBFW-2 pool	24.91 N 98.39 E	2018-03						haploid
GCA_038731275.1	Candidatus Woesearchaeota archaeon	2026803	DRTY-1_201912_bins_13		2024-04-29	SAMN36036781	DRTY-1_201912_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2019-12						haploid
GCA_038824935.1	Candidatus Woesearchaeota archaeon	2026803	HNT-3_202101_bins_31		2024-04-30	SAMN36039090	HNT-3_202101_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, HNT-3 pool	25.36 N 98.14 E	2021-01						haploid
GCA_038825025.1	Candidatus Woesearchaeota archaeon	2026803	HNT-10_202101_bins_40		2024-04-30	SAMN36039089	HNT-10_202101_bins_40		Hot spring sediment	China: Tengchong county, Yunnan, HNT-10 pool	25.36 N 98.14 E	2021-01						haploid
GCA_038825775.1	Candidatus Woesearchaeota archaeon	2026803	HHBFW-2_201803_bins_274		2024-04-30	SAMN36039074	HHBFW-2_201803_bins_274		Hot spring sediment	China: Tengchong county, Yunnan, HHBFW-2 pool	24.91 N 98.39 E	2018-03						haploid
GCA_038825875.1	Candidatus Woesearchaeota archaeon	2026803	HHBFW-2_201803_bins_234		2024-04-30	SAMN36039070	HHBFW-2_201803_bins_234		Hot spring sediment	China: Tengchong county, Yunnan, HHBFW-2 pool	24.91 N 98.39 E	2018-03						haploid
GCA_038828875.1	Candidatus Woesearchaeota archaeon	2026803	GXS_202007_bins_56		2024-04-30	SAMN36039016	GXS_202007_bins_56		Hot spring sediment	China: Tengchong county, Yunnan, GXS pool	25.44 N 98.46 E	2020-07						haploid
GCA_038830485.1	Candidatus Woesearchaeota archaeon	2026803	GXS_201912_bins_51		2024-04-30	SAMN36038982	GXS_201912_bins_51		Hot spring sediment	China: Tengchong county, Yunnan, GXS pool	25.44 N 98.46 E	2019-12						haploid
GCA_038727985.1	Conexivisphaerales archaeon	2910431	DRTY-2_201901_bins_72		2024-04-29	SAMN36036884	DRTY-2_201901_bins_72		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038728505.1	Conexivisphaerales archaeon	2910431	DRTY-2_201901_bins_31		2024-04-29	SAMN36036858	DRTY-2_201901_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038728585.1	Conexivisphaerales archaeon	2910431	DRTY-2_201901_bins_28		2024-04-29	SAMN36036854	DRTY-2_201901_bins_28		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038728945.1	Conexivisphaerales archaeon	2910431	DRTY-19_202007_bins_6		2024-04-29	SAMN36036837	DRTY-19_202007_bins_6		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-19 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038729205.1	Conexivisphaerales archaeon	2910431	DRTY-18_202007_bins_2		2024-04-29	SAMN36036823	DRTY-18_202007_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-18 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038727175.1	Desulfurococcaceae archaeon	2184738	DRTY-2_202007_bins_30		2024-04-29	SAMN36036924	DRTY-2_202007_bins_30		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038727255.1	Desulfurococcaceae archaeon	2184738	DRTY-2_202007_bins_25		2024-04-29	SAMN36036918	DRTY-2_202007_bins_25		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038727435.1	Desulfurococcaceae archaeon	2184738	DRTY-2_202007_bins_16		2024-04-29	SAMN36036911	DRTY-2_202007_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2020-07						haploid
GCA_038727845.1	Desulfurococcaceae archaeon	2184738	DRTY-2_201912_bins_16		2024-04-29	SAMN36036891	DRTY-2_201912_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-12						haploid
GCA_038727885.1	Desulfurococcaceae archaeon	2184738	DRTY-2_201912_bins_13		2024-04-29	SAMN36036890	DRTY-2_201912_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-12						haploid
GCA_038728205.1	Desulfurococcaceae archaeon	2184738	DRTY-2_201901_bins_55		2024-04-29	SAMN36036872	DRTY-2_201901_bins_55		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038728485.1	Desulfurococcaceae archaeon	2184738	DRTY-2_201901_bins_32		2024-04-29	SAMN36036859	DRTY-2_201901_bins_32		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-2 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038730805.1	Desulfurococcaceae archaeon	2184738	DRTY-10_201912_bins_1		2024-04-29	SAMN36036791	DRTY-10_201912_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-10 pool	24.95 N 98.44 E	2019-12						haploid
GCA_038731255.1	Desulfurococcaceae archaeon	2184738	DRTY-1_201912_bins_16		2024-04-29	SAMN36036783	DRTY-1_201912_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2019-12						haploid
GCA_038732405.1	Desulfurococcaceae archaeon	2184738	DRTY-1_201901_bins_27		2024-04-29	SAMN36036760	DRTY-1_201901_bins_27		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038732515.1	Desulfurococcaceae archaeon	2184738	DRTY-1_201901_bins_24		2024-04-29	SAMN36036757	DRTY-1_201901_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2019-01						haploid
GCA_038733675.1	Desulfurococcaceae archaeon	2184738	DRTY-1_201808_bins_37		2024-04-29	SAMN36036735	DRTY-1_201808_bins_37		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2018-08						haploid
GCA_038733815.1	Desulfurococcaceae archaeon	2184738	DRTY-1_201808_bins_26		2024-04-29	SAMN36036730	DRTY-1_201808_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-1 pool	24.95 N 98.44 E	2018-08						haploid
GCA_038735295.1	Desulfurococcaceae archaeon	2184738	DRC_201705_bins_96		2024-04-29	SAMN36036698	DRC_201705_bins_96		Hot spring sediment	China: Tengchong county, Yunnan, DRC pool	24.95 N 98.44 E	2017-05						haploid
GCA_038735435.1	Desulfurococcaceae archaeon	2184738	DRC_201705_bins_79		2024-04-29	SAMN36036694	DRC_201705_bins_79		Hot spring sediment	China: Tengchong county, Yunnan, DRC pool	24.95 N 98.44 E	2017-05						haploid
GCA_038735995.1	Desulfurococcaceae archaeon	2184738	DRC_201705_bins_29		2024-04-29	SAMN36036680	DRC_201705_bins_29		Hot spring sediment	China: Tengchong county, Yunnan, DRC pool	24.95 N 98.44 E	2017-05						haploid
GCA_038736085.1	Desulfurococcaceae archaeon	2184738	DRC_201705_bins_2		2024-04-29	SAMN36036677	DRC_201705_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, DRC pool	24.95 N 98.44 E	2017-05						haploid
GCA_038741425.1	Desulfurococcaceae archaeon	2184738	BF2_201808_bins_68		2024-04-29	SAMN36036628	BF2_201808_bins_68		Hot spring sediment	China: Tengchong county, Yunnan, BF2 pool	24.91 N 98.39 E	2018-08						haploid
GCA_038816415.1	Desulfurococcaceae archaeon	2184738	ZZQ_201901_bins_26		2024-04-30	SAMN36038551	ZZQ_201901_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, ZZQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038816475.1	Desulfurococcaceae archaeon	2184738	ZZQ_201901_bins_23		2024-04-30	SAMN36038548	ZZQ_201901_bins_23		Hot spring sediment	China: Tengchong county, Yunnan, ZZQ pool	24.95 N 98.44 E	2019-01						haploid
GCA_038818835.1	Desulfurococcaceae archaeon	2184738	ZZQ_201803_bins_42		2024-04-30	SAMN36038498	ZZQ_201803_bins_42		Hot spring sediment	China: Tengchong county, Yunnan, ZZQ pool	24.95 N 98.44 E	2018-03						haploid
GCA_038819425.1	Desulfurococcaceae archaeon	2184738	ZZQ_201803_bins_24		2024-04-30	SAMN36038487	ZZQ_201803_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, ZZQ pool	24.95 N 98.44 E	2018-03						haploid
GCA_038819525.1	Desulfurococcaceae archaeon	2184738	ZZQ_201803_bins_22		2024-04-30	SAMN36038485	ZZQ_201803_bins_22		Hot spring sediment	China: Tengchong county, Yunnan, ZZQ pool	24.95 N 98.44 E	2018-03						haploid
GCA_038820645.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_1		2024-04-30	SAMN36038809	GMQP_201901_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038820845.1	Desulfurococcaceae archaeon	2184738	GMQP_201808_bins_67		2024-04-30	SAMN36038806	GMQP_201808_bins_67		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-08						haploid
GCA_038821035.1	Desulfurococcaceae archaeon	2184738	GMQP_201808_bins_53		2024-04-30	SAMN36038801	GMQP_201808_bins_53		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-08						haploid
GCA_038821475.1	Desulfurococcaceae archaeon	2184738	GMQP_201808_bins_31		2024-04-30	SAMN36038792	GMQP_201808_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-08						haploid
GCA_038821735.1	Desulfurococcaceae archaeon	2184738	GMQP_201808_bins_1		2024-04-30	SAMN36038787	GMQP_201808_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-08						haploid
GCA_038822085.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_41		2024-04-30	SAMN36038780	GMQP_201803_bins_41		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038822165.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_40		2024-04-30	SAMN36038779	GMQP_201803_bins_40		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038822265.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_34		2024-04-30	SAMN36038776	GMQP_201803_bins_34		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038822505.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_25		2024-04-30	SAMN36038770	GMQP_201803_bins_25		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038822825.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_18		2024-04-30	SAMN36038765	GMQP_201803_bins_18		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038823015.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_11		2024-04-30	SAMN36038761	GMQP_201803_bins_11		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038823045.1	Desulfurococcaceae archaeon	2184738	GMQP_201803_bins_1		2024-04-30	SAMN36038759	GMQP_201803_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2018-03						haploid
GCA_038823175.1	Desulfurococcaceae archaeon	2184738	GMQP_201709_bins_5		2024-04-30	SAMN36038758	GMQP_201709_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-09						haploid
GCA_038823445.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_65		2024-04-30	SAMN36038751	GMQP_201705_bins_65		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038823785.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_50		2024-04-30	SAMN36038743	GMQP_201705_bins_50		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038823915.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_42		2024-04-30	SAMN36038738	GMQP_201705_bins_42		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038824035.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_39		2024-04-30	SAMN36038736	GMQP_201705_bins_39		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038824195.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_37		2024-04-30	SAMN36038734	GMQP_201705_bins_37		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038824635.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_17		2024-04-30	SAMN36038723	GMQP_201705_bins_17		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038824735.1	Desulfurococcaceae archaeon	2184738	GMQP_201705_bins_10		2024-04-30	SAMN36038721	GMQP_201705_bins_10		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2017-05						haploid
GCA_038831055.1	Desulfurococcaceae archaeon	2184738	GXS_201912_bins_26		2024-04-30	SAMN36038972	GXS_201912_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, GXS pool	25.44 N 98.46 E	2019-12				true	contaminated	haploid
GCA_038831085.1	Desulfurococcaceae archaeon	2184738	GXS_201912_bins_31		2024-04-30	SAMN36038975	GXS_201912_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, GXS pool	25.44 N 98.46 E	2019-12						haploid
GCA_038832775.1	Desulfurococcaceae archaeon	2184738	GMQS_201907_bins_11		2024-04-30	SAMN36038928	GMQS_201907_bins_11		Hot spring sediment	China: Tengchong county, Yunnan, GMQS pool	24.95 N 98.44 E	2019-07						haploid
GCA_038832995.1	Desulfurococcaceae archaeon	2184738	GMQS_201709_bins_7		2024-04-30	SAMN36038924	GMQS_201709_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, GMQS pool	24.95 N 98.44 E	2017-09						haploid
GCA_038833215.1	Desulfurococcaceae archaeon	2184738	GMQS_201709_bins_16		2024-04-30	SAMN36038918	GMQS_201709_bins_16		Hot spring sediment	China: Tengchong county, Yunnan, GMQS pool	24.95 N 98.44 E	2017-09						haploid
GCA_038833715.1	Desulfurococcaceae archaeon	2184738	GMQS_201601_bins_13		2024-04-30	SAMN36038907	GMQS_201601_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, GMQS pool	24.95 N 98.44 E	2016-01						haploid
GCA_038833965.1	Desulfurococcaceae archaeon	2184738	GMQP_202101_bins_51		2024-04-30	SAMN36038900	GMQP_202101_bins_51		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2021-01						haploid
GCA_038834425.1	Desulfurococcaceae archaeon	2184738	GMQP_202101_bins_24		2024-04-30	SAMN36038891	GMQP_202101_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2021-01						haploid
GCA_038834895.1	Desulfurococcaceae archaeon	2184738	GMQP_202101_bins_12		2024-04-30	SAMN36038885	GMQP_202101_bins_12		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2021-01						haploid
GCA_038834955.1	Desulfurococcaceae archaeon	2184738	GMQP_202101_bins_11		2024-04-30	SAMN36038884	GMQP_202101_bins_11		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2021-01						haploid
GCA_038835345.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_7		2024-04-30	SAMN36038880	GMQP_201912_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038835635.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_4		2024-04-30	SAMN36038874	GMQP_201912_bins_4		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038835975.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_24		2024-04-30	SAMN36038868	GMQP_201912_bins_24		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038836385.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_2		2024-04-30	SAMN36038864	GMQP_201912_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038836565.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_1		2024-04-30	SAMN36038858	GMQP_201912_bins_1		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038836695.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_7		2024-04-30	SAMN36038855	GMQP_201907_bins_7		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038836745.1	Desulfurococcaceae archaeon	2184738	GMQP_201912_bins_13		2024-04-30	SAMN36038859	GMQP_201912_bins_13		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-12						haploid
GCA_038836895.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_31		2024-04-30	SAMN36038852	GMQP_201907_bins_31		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038837035.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_5		2024-04-30	SAMN36038853	GMQP_201907_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038837145.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_29		2024-04-30	SAMN36038849	GMQP_201907_bins_29		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038837385.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_26		2024-04-30	SAMN36038846	GMQP_201907_bins_26		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038837475.1	Desulfurococcaceae archaeon	2184738	GMQP_201907_bins_25		2024-04-30	SAMN36038845	GMQP_201907_bins_25		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-07						haploid
GCA_038838415.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_52		2024-04-30	SAMN36038828	GMQP_201901_bins_52		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038838495.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_5		2024-04-30	SAMN36038826	GMQP_201901_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038838545.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_40		2024-04-30	SAMN36038824	GMQP_201901_bins_40		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038838615.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_34		2024-04-30	SAMN36038821	GMQP_201901_bins_34		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038838705.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_35		2024-04-30	SAMN36038822	GMQP_201901_bins_35		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038838955.1	Desulfurococcaceae archaeon	2184738	GMQP_201901_bins_20		2024-04-30	SAMN36038813	GMQP_201901_bins_20		Hot spring sediment	China: Tengchong county, Yunnan, GMQP pool	24.95 N 98.44 E	2019-01						haploid
GCA_038840615.1	Desulfurococcaceae archaeon	2184738	JZ-1_201803_bins_114		2024-04-30	SAMN36039243	JZ-1_201803_bins_114		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2018-03						haploid
GCA_038840815.1	Desulfurococcaceae archaeon	2184738	JZ-1_201709_bins_97		2024-04-30	SAMN36039231	JZ-1_201709_bins_97		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2017-09						haploid
GCA_038842415.1	Desulfurococcaceae archaeon	2184738	JZ-1_201709_bins_113		2024-04-30	SAMN36039174	JZ-1_201709_bins_113		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2017-09						haploid
GCA_038843915.1	Desulfurococcaceae archaeon	2184738	JZ-1_201705_bins_82		2024-04-30	SAMN36039149	JZ-1_201705_bins_82		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2017-05						haploid
